doc_uid,state,doc_id,source_path,renewal_type,notice_period,renewal_status,renewal_evidence,evaluation,evaluation_status,evaluation_evidence,baseline_keyword_renewal,baseline_keyword_eval
California/1October2 (1),California,1October2 (1),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1October2 (1).txt,by_mutual_agreement,,found,Section 9 NOTICES Any notice or other communication between thel Participants under this MOU will be in writing and shall be addressed to: || of final execution. The MOU may continue to be in force for an additional two-year period ifthe Signatories SO jointly decide.,present,found,"The Californian Party has appointed the California Energy Commission (CEC). Thel Danish Energy Agency and the CEC will each appoint a focal point to assist and coordinate || activities related to this MOU. The focal points for Denmark and California, respectively, will meet at regular intervals to assess the progress and, if possible, support thei implementation of",True,True
California/1October28,California,1October28,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1October28.txt,automatic,,found,"endeavor in good faith to resolve such differences. Paragraph 7 Final Provisions This Memorandum ofUnderstanding is effective from the date ofits signature, for a four (4) yearj period. This Memorandum of Understanding may be modified at a… || This Memorandum of Understanding may be modified at any time by mutual consent of the Parties. Any modification will be made in writing and specify the date on which such",absent,absent,,True,False
California/1October28 (1),California,1October28 (1),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1October28 (1).txt,absent,,absent,,present,found,"isi in 2015. The governments of California, British Columbia, ani international agreementt to reduce global greenhouse gas emissions, Oregon and Washington will coordinatet the activities they including discussions at the coming Conference… || g that states and provinces around the world arel battling science. climate change through technology innovation and actions that Leaders of California, British Columbia, Oregon and Washington limit greenhouse gas emissions and other air p…",False,True
California/1October3,California,1October3,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1October3.txt,absent,,absent,,present,found,"bodies, with the corresponding evaluation of current las normas regulatorias y la proteccion de los cuerpos management, operations, and support of wastewater binacionales de agua, con la correspondiente || infrastructure. To ensure these efforts are evaluacion del actual manejo, operaciones y apoyo de accomplished, an annual report due each September la infraestructura de aguas residuales.",False,True
California/1October31,California,1October31,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1October31.txt,by_mutual_agreement,,found,The MOU may be extended and modified with the mutual written consent of the Parties; C. This MOU may be terminated by either party with a written notice. || implementation of this MOU shall be settled in writing over amicable discussion; b. This MOU is valid for three (3) years upon the date of signature.,present,found,"previous low-carbon urban and rural development project through sharing of relevant documents and other resources; e. Co-compilation of the coordinated report identifying the major areas in || 4. Cooperation Mechanism The Parties will carry out the following activities to achieve the objectives of this MOU, a. Each Party will appoint the appropriate institutions to establish a Working Group, which will coordinate the implementat…",True,True
California/1October4,California,1October4,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1October4.txt,by_mutual_agreement,,found,c) Cooperate on food safety issues; plant and animal health; cross-border inspections; transportation logistics and trade issues. d) Promote cooperation in agricultural workforce development SECOND PARAGRAPH Activities of Cooperation Coope… || progress achieved from the activities of cooperation referred to in this Memorandum of Understanding. SIXTH PARAGRAPH Duration,present,found,"Assessment Mechanism The Participants may prepare in a joint manner, reports and evaluations, considering comments from technical areas participating in the activities of cooperation, to assess the || progress and achievements obtained based on this Memorandum of Understanding. The Participants intend to inform their respective international affairs offices, on the",True,True
California/1October4 (1),California,1October4 (1),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1October4 (1).txt,automatic,,found,"This Memorandum of Understanding may be modified at any time by mutual consent of the Participants. Any modification will be made in writing and specify the date on which || Memorandum of Understanding is in effect, unless the Participants mutually decide otherwise. Signed in Mexico City on October 4rd, 2019, in two original copies in the English and",present,found,"The Working Group must present a mid-term and a final report on the results of the implementation of the action plan. SECTION IV || 3 The Working Group will meet on a regular, periodic basis in order to follow up on the Memorandum of Understanding's implementation. The Ministry of Economy and the relevant agencies of the Government of California will be in charge of ca…",True,True
California/1October5,California,1October5,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1October5.txt,absent,,absent,,absent,absent,,False,False
California/1September10,California,1September10,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1September10.txt,automatic,,found,"1. This MOU may be amended by mutual written agreement. 2. This MOU shall be effective upon the date of its signing by both PARTIES and shall || through amicable consultation, based on the principles of mutual benefit, equality, cooperation, and trust. ARTICLE 7 AMENDMENT AND VALIDITY",present,found,inter-city area & monitor EV 1 - 1. Planning & deployment of Chargers 1 - 2. Requirements and needs research 2. Deploying systems to promote || ANNEX I Implementation Schedule*1 for the PROJECT Action Item 2015 2016 2017 2018 2019 2020 1. Deploying DC Fast chargers in inter-city area & monitor EV 1 - 1. Planning & deployment of Chargers 1 - 2. Requirements and needs research 2. De…,True,True
California/1September10 (1),California,1September10 (1),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1September10 (1).txt,automatic,,found,"1. This MOU may be amended by mutual written agreement. 2. This MOU shall be effective upon the date of its signing by both PARTIES and shall || through amicable consultation, based on the principles of mutual benefit, equality, cooperation, and trust. ARTICLE 7 AMENDMENT AND VALIDITY",absent,absent,,True,False
California/1September12,California,1September12,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1September12.txt,absent,,absent,,absent,absent,,False,False
California/1September15,California,1September15,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1September15.txt,absent,,absent,,absent,absent,,False,False
California/1September15 (1),California,1September15 (1),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1September15 (1).txt,automatic,,found,"Activities to strengthen performance standards within various economic sectors to control carbon, methane and other high global warming potential gases while enabling economic growth; Activities to implement carbon emissions trading system… || ARTICLE 21 Forms of Cooperation Forms of cooperation may include the following and any other forms agreed to by both Parties:",absent,absent,,True,False
California/1September15 (2),California,1September15 (2),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1September15 (2).txt,automatic,,found,"Exchange and collaboration regarding start-ups and networking of start-up ecosystems, specifically through partnership with the California Innovation Hub (iHub) Networ Sharing and transfer of know-how and potential project concerning compr… || University have enjoyed a cooperation since 1995 as well as an exchange program that was renewed in 2015. The Partners have come to the following understanding: 1. The Land Baden-Warttemberg and the State of California express their intent…",absent,absent,,True,False
California/1September19,California,1September19,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1September19.txt,automatic,,found,"consultations between the Participants. Section 9 = Term This MOU is intended to be effective upon signature, and in effect for five years from the date || For the Government of the Kingdom of For the Governor of California; Denmark; E dande dommr shm Minister for Environment and Food,",present,found,"conservation, water use efficiency, reduction of water loss, and energy use in the distribution system. Sharing ideas and approaches for auditing and benchmarking of || 3. Sharing of best practices, regulatory approaches, research, and potential solutions for wastewater treatment - particularly focused on reducing the carbon footprint,",True,True
California/1September22 (1),California,1September22 (1),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1September22 (1).txt,absent,,absent,,present,found,"President Wang also had official talks with Governor Edmund G. Brown Jr., Governor of California, during the U.S.-China Governors Forum in Seattle, Washington on || September 22nd. During their talks, they reviewed the existing exchanges between the two sides in different areas and spoke of the opportunities for",False,True
California/1September22 (2),California,1September22 (2),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1September22 (2).txt,by_mutual_agreement,,found,"Page I 2 This U.S.-China Governors' Accord On Clean Energy and Economic Development signed as ofthe 22nd day of September 2015. || The Signatories through their designated offices agree to establish a mechanism for regular meetings such as via video conference to share information, approaches",absent,absent,,True,False
California/1September29,California,1September29,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1September29.txt,uncertain,,uncertain,"described above upon approval by the Participants. Any Participant may withdraw from the Alliance by providing written notice to the other Participants. || Additional Participants, Withdrawal of Participants Additional jurisdictions may. join the ZEV Alliance by committing to the same vision and objectives",absent,absent,,True,False
California/1Undated,California,1Undated,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1Undated.txt,absent,,absent,,absent,absent,,False,False
California/1Undated (1),California,1Undated (1),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1Undated (1).txt,by_mutual_agreement,,found,"For the adequate development of the activities set forth in the present shall designate a responsible person or persons: MOU, each PARTY CDE: Tom Torlakson, State Superintendent of Public Instruction 1430 N Street Sacramento, CA 95814 U.S.… || ARTICLE NINE: SETTLEMENT OF DISPUTES Whatever controversy that derives from the interpretation or be resolved in mutual accord among THE PARTIES.",absent,absent,,True,False
California/California_1,California,California_1,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_1.txt,by_mutual_agreement,,found,"San Francisco. These organizations will coordinate the implementation of this MOC, as appropriate, with other commitments between entities in California and Japan, and will meet, in || on either Side. The cooperation under this MOC will continue for four years from the 5th day of September after Both Sides have signed this MOC and may be modified and/or its effective term extended",absent,absent,,True,False
California/California_10,California,California_10,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_10.txt,uncertain,,uncertain,"In such 4 MB-00013 PRR-2023-0680 instance, the terminating Party will continue to be bound by this Agreement with regard to any Shared Information in its possession. || the other Parties to this Agreement at least ten working days prior to such disclosure. In the event that a decision about the requirements of disclosure of",present,found,"Development, Environment and Fight against Climate Change Pursuant to delegated authority. 6 MB-00015 PRR-2023-0680 APPENDIX A || APPENDIX A 1. WCI, Inc. contract 2016-02; contractor : Deutsche Bank National Trust Company. 2. WCI, Inc. contract 2016-01; contractor: Markit Group Limited. 3. WCI, Inc. contract 2015-03; contractor: Monitoring Analytics, LLC. 4. WCI, Inc…",True,True
California/California_11,California,California_11,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_11.txt,absent,,absent,,present,found,"This Investment Plan shall be reviewed and updated every three years. Projects funded by one Party should be communicated to the other Party, so that Project match funding || force for three (3) years thereafter. Before the end of this period, the Participants shall meet and review the projects funded as part of this program and determine the technology categories identified and",False,True
California/California_12,California,California_12,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_12.txt,automatic,,found,"Norway and California commit to reviewing this Declaration of Intent every 2 years, at which time each party can either confirm a continued intent to cooperate or terminate the Declaration. || Secretary for Environmental Protection Norway California, United States 4",present,found,"land-use change. Share technology and scientific data regarding measurement, reporting and verification of forest carbon sequestration and emissions, including GHG inventory and forest,monitoring design. || implementation, transparency of emissions reporting, and the devélopment of long-term low- emissions pathways. Encourage strong and lasting partnerships between states, non-state actors, and the private",True,True
California/California_13,California,California_13,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_13.txt,by_mutual_agreement,,found,"resolve such differences. This Declaration of Intent may be modified at any time by mutual consent off the Participants. || Any modification shall be made in writing and specify the date on which such modification is to become effective. Either Participant may, at any time, withdraw from this Declaration of Intent by providing a written",present,found,"carbon capture and sequestration. Points of contact, responsibilities, and revision of the Declaration of Intent For each year of this Declaration of Intent, the Participants will develop an annual work plan (""Work || instruments, to provide insights that may assist in the assessment of market mechanisms in other venues. d) Achieving a carbon neutral economy",True,True
California/California_14,California,California_14,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_14.txt,by_mutual_agreement,,found,"effect for an indefinite duration, subject to the provisions below. This Framework Agreement may be modified at any time by mutual consent of the || Parties. Any modification shall be made in writing and specify the date on which such modification is to become effective.",absent,absent,,True,False
California/California_15,California,California_15,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_15.txt,uncertain,,uncertain,"supply chain initiatives, regulations, updated farmer education and extension programs, online platforms and in-person events for sharing knowledge and practices, to create an enabling || Convention on Climate Change for the 2020 Conference of the Parties and in sub-national climate initiatives as part of broader climate action plans;",present,found,"ension programs, online platforms and in-person events for sharing knowledge and practices, to create an enabling environment for farmers, ranchers and those working to restore degraded lands through agriculture; (3) Promote widespread ado… || Global Soil Health Challenge o 2018 SOULHFALTA GLOBAL CHALLENGE The Global Climate Action Summit in September will bring leaders and people together from around the world to ""Take Ambition to the Next Level."" It will be a moment to celebra…",True,True
California/California_16,California,California_16,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_16.txt,automatic,,found,"the Secretariat. The Secretariat shall inform all Signatory Authorities of such notifications. 15. If the SWG determines that there has been a demonstrable change in the willingness or || months. This period may be extended for further periods of up to six months, at the request of the applicant. 11. If an application is in suspense, and the period expires without a request from the",present,found,"and relates to Licensing Fit and proper criteria Ongoing supervision, including auditing matters Winding up, liquidation or bankruptcy || Annex D: IAIS MMOU Request Sheet This request is being made under the IAIS MMOU on Cooperation and Information Exchange. I. Signatory Authorities involved (Art. 7 of the MMOU): 1. Point of Contact of the Requested Authority: Name: Telephon…",True,True
California/California_2,California,California_2,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_2.txt,absent,,absent,,present,found,"Ministerio de Agricultura icongr Gohlernode Chile conaf.got.d MEMORANDUM OF UNDERSTANDING BETWEEN THE STATE OF CALIFORNIA, DEPARTMENT OF FORESTRY AND FIRE PROTECTION AND THE REPUBLIC OF CHILE, LA CORPORACION NACIONAL FORESTAL ON COOPERATIO… || the area of community risk and hazard assessment, and exchange programs, including the preparation of community-level wildfire prevention plans.",False,True
California/California_3,California,California_3,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_3.txt,by_mutual_agreement,,found,"4 ARTICLE 10 This Memorandum of Understanding can be modified by mutual consent of the Parties in writing, specifying the date of the entry into force of any: such modifications. || Executed at the University of California, Davis, during the Governors' Global Climate Summit 3, United States of America, on November sixteen of two thousand and ten, in",absent,absent,,True,False
California/California_4,California,California_4,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_4.txt,automatic,,found,"according to interagency agreements established for that purpose. The duration of this Memorandum of Cooperation is intended to be perpetual, || Each party shall bear its own expenses of cooperating pursuant to this Memorandum, and will contribute to the operating expenses of the Task Force",present,found,representatives of each member agency will be appointed to maintain this Memorandum and coordinate Task Force activities. || These representatives and the Task Force Executive Coordinator will form the Task Force Coordinating Committee. The Coordinating Committee will meet quarterly and the Task Force,True,True
California/California_5,California,California_5,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_5.txt,by_mutual_agreement,,found,"Any announcement concerning the harmonization or integration of the Parties' programs shall bej prepared and, if possible, made public jointly. || CHAPTER V FINAL PROVISIONS ARTICLE 17 WITHDRAWAL PROCEDURE A Party may withdraw from this Agreement by giving written notice of intent to withdraw to the other Parties. A Party that intends to withdraw from this Agreement shall endeavour t…",present,found,"program registry, auction design and execution, auction platform, market regulations, invalidation of offset credits, enforcement, public disclosure of || ARTICLE 12 COORDINATED ADMINISTRATIVE AND TECHNICAL SUPPORT The Parties shall continue coordinating administrative and technical support through the WCI, Inc., an entity which was created to perform such services, including for the Parties…",True,True
California/California_6,California,California_6,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_6.txt,automatic,,found,"Article II Miseellaneous Matters 1. Each Party shall notify the other Party, in writing, through diplomatic channels, of the completion of its internal legal procedures. required for bringing this Agreement into force. This Agreement shall… || This Agreement may be amended, in writing, by mutual agreement of the Parties. Any such amendment shall enter into force in accordance with the procedure set forth in",absent,absent,,True,False
California/California_7,California,California_7,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_7.txt,absent,,absent,,absent,absent,,False,False
California/California_8,California,California_8,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_8.txt,automatic,,found,established by the receptor country. ARTICLE VIII Solution of Controversies Both parties through mutual agreement should resolve any differences that || may arise from the interpretation or application of this Agreement. ARTICLE VIII Final Dispositions This Agreement will take effect on the date signed and will be valid for five,present,found,"b. conduct informational workshops to the school districts regarding the terms, conditions and regulations of this Agreement and the Agreement of Collaboration for the school districts; C. develop and maintain an abbreviated version of the… || ARTICLE IlI Specific Actions of Cooperation I. The Secretary of Public Education of Mexico (SEP) will carry out the following activities: a. publish the annual Request for Teacher Applications for the Visiting Teachers Program; b. evaluate…",True,True
California/California_9,California,California_9,d:\NLP_Project_tasks_6_8_11\OCR_output\California\California_9.txt,absent,,absent,,absent,absent,,False,False
Connecticut/Connecticut_1,Connecticut,Connecticut_1,d:\NLP_Project_tasks_6_8_11\OCR_output\Connecticut\Connecticut_1.txt,by_mutual_agreement,,found,"Insurance Commissioner For: Office of the Superintendent of Financial Institutions Canada Name: Date Title: For: Superintendencia de Seguros Privados, Brazil (SUSEP) || the providing party to intervene in any action to preserve the confidentiality of the information. Notice shall be given to the appropriate contact person(s) by email and by mail at the address",absent,absent,,True,False
Connecticut/Connecticut_6,Connecticut,Connecticut_6,d:\NLP_Project_tasks_6_8_11\OCR_output\Connecticut\Connecticut_6.txt,automatic,,found,"to officers, and the maintenance of oraeroupe as are granted this article to the Commission. Sectiopects may adopt and wcurphaser || (PAPI state shall be binding unless a majarity of the members from such signatorys state shall have voted in Ravorit bimatenz For the of conductingi its general business, voting shall be by state units. The any two or more member notice to…",present,found,reasonable time to the inspection of such representatives of the respective sig- states be for that matergato orl beforer mther first of December of acerpeare the Commission shall submit to the respective governors of || A the signatory states afulla and complete report of its rernithe fort the; precedingyear. ARTICLE XI The: representatives: from any members state may: appoint and consult with an advisory committee composed of,True,True
Hawaii/Hawaii_10,Hawaii,Hawaii_10,d:\NLP_Project_tasks_6_8_11\OCR_output\Hawaii\Hawaii_10.txt,absent,,absent,,absent,absent,,False,False
Hawaii/Hawaii_14,Hawaii,Hawaii_14,d:\NLP_Project_tasks_6_8_11\OCR_output\Hawaii\Hawaii_14.txt,absent,,absent,,absent,absent,,False,False
Hawaii/Hawaii_35,Hawaii,Hawaii_35,d:\NLP_Project_tasks_6_8_11\OCR_output\Hawaii\Hawaii_35.txt,absent,,absent,,absent,absent,,False,False
Hawaii/Hawaii_37,Hawaii,Hawaii_37,d:\NLP_Project_tasks_6_8_11\OCR_output\Hawaii\Hawaii_37.txt,absent,,absent,,absent,absent,,False,False
Idaho/Idaho_1,Idaho,Idaho_1,d:\NLP_Project_tasks_6_8_11\OCR_output\Idaho\Idaho_1.txt,absent,,absent,,absent,absent,,False,False
Illinois/Illinois_6,Illinois,Illinois_6,d:\NLP_Project_tasks_6_8_11\OCR_output\Illinois\Illinois_6.txt,by_mutual_agreement,,found,"Declaration of Partnership Whereas, the informed use, management and protection of the water and related land resources ofthe Great Lakes St. Lawrence Basin is essential in maintaining a healthy environment, strong economy and high quality… || strengthening and formalizing this relationship. Therefore, Be It Resolved, that the eight member states ofthe Great Lakes Commission extend,",absent,absent,,True,False
Indiana/Indiana_2,Indiana,Indiana_2,d:\NLP_Project_tasks_6_8_11\OCR_output\Indiana\Indiana_2.txt,by_mutual_agreement,,found,"Declaration of Partnership Whereas, the informed use, management and protection of the water and related land resources ofthe Great Lakes St. Lawrence Basin is essential in maintaining a healthy environment, strong economy and high quality… || strengthening and formalizing this relationship. Therefore, Be It Resolved, that the eight member states ofthe Great Lakes Commission extend,",absent,absent,,True,False
Indiana/Indiana_5,Indiana,Indiana_5,d:\NLP_Project_tasks_6_8_11\OCR_output\Indiana\Indiana_5.txt,automatic,,found,"Parties and will remain in effect for a period of four years. This MOA may be extended or amended with the written consent of both of the Parties. || party participating in any cooperative activity or initiative will be responsible for all costs of its participation. Article 5: Liability When implementing any cooperative activities under this MOA, each of the Parties will be responsible…",absent,absent,,True,False
Indiana/Indiana_7,Indiana,Indiana_7,d:\NLP_Project_tasks_6_8_11\OCR_output\Indiana\Indiana_7.txt,absent,,absent,,absent,absent,,False,False
Maine/Maine_20,Maine,Maine_20,d:\NLP_Project_tasks_6_8_11\OCR_output\Maine\Maine_20.txt,automatic,,found,"to officers, and the maintenance of oraeroupe as are granted this article to the Commission. Sectiopects may adopt and wcurphaser || (PAPI state shall be binding unless a majarity of the members from such signatorys state shall have voted in Ravorit bimatenz For the of conductingi its general business, voting shall be by state units. The any two or more member notice to…",present,found,reasonable time to the inspection of such representatives of the respective sig- states be for that matergato orl beforer mther first of December of acerpeare the Commission shall submit to the respective governors of || A the signatory states afulla and complete report of its rernithe fort the; precedingyear. ARTICLE XI The: representatives: from any members state may: appoint and consult with an advisory committee composed of,True,True
Maryland/Maryland_10,Maryland,Maryland_10,d:\NLP_Project_tasks_6_8_11\OCR_output\Maryland\Maryland_10.txt,absent,,absent,,absent,absent,,False,False
Maryland/Maryland_55,Maryland,Maryland_55,d:\NLP_Project_tasks_6_8_11\OCR_output\Maryland\Maryland_55.txt,absent,,absent,,absent,absent,,False,False
Maryland/Maryland_56,Maryland,Maryland_56,d:\NLP_Project_tasks_6_8_11\OCR_output\Maryland\Maryland_56.txt,absent,,absent,,absent,absent,,False,False
Maryland/Maryland_70,Maryland,Maryland_70,d:\NLP_Project_tasks_6_8_11\OCR_output\Maryland\Maryland_70.txt,absent,,absent,,absent,absent,,False,False
Massachusetts/Massachusetts_26,Massachusetts,Massachusetts_26,d:\NLP_Project_tasks_6_8_11\OCR_output\Massachusetts\Massachusetts_26.txt,automatic,,found,"to officers, and the maintenance of oraeroupe as are granted this article to the Commission. Sectiopects may adopt and wcurphaser || (PAPI state shall be binding unless a majarity of the members from such signatorys state shall have voted in Ravorit bimatenz For the of conductingi its general business, voting shall be by state units. The any two or more member notice to…",present,found,reasonable time to the inspection of such representatives of the respective sig- states be for that matergato orl beforer mther first of December of acerpeare the Commission shall submit to the respective governors of || A the signatory states afulla and complete report of its rernithe fort the; precedingyear. ARTICLE XI The: representatives: from any members state may: appoint and consult with an advisory committee composed of,True,True
Michigan/Michigan_1,Michigan,Michigan_1,d:\NLP_Project_tasks_6_8_11\OCR_output\Michigan\Michigan_1.txt,automatic,,found,"information, such Party (the ""Disclosing Party"") shall promptly provide the WDBA, Canada and the Governor of Michigan or the Governor's Designee, and the International || that it is prepared to perform such obligations and exercise such rights. All requests, approvals, consents, waivers, reports, notices, certifications and",present,found,"that it is prepared to perform such obligations and exercise such rights. All requests, approvals, consents, waivers, reports, notices, certifications and || provided by the International Authority to a Party and designated as confidential by the International Authority; and All draft official records, including minutes, of meetings between the WDBA or Canada and a Michigan Party or their respe…",True,True
Michigan/Michigan_3,Michigan,Michigan_3,d:\NLP_Project_tasks_6_8_11\OCR_output\Michigan\Michigan_3.txt,automatic,,found,"4. Budgets. On or before the 30th day before the commencement. of each fiscal year for the WDBA, the WDBA and the Governor of Michigan or the Governor's Designee in consultation with the Michigan Parties shall establish an annual budget of… || necessary for the resulting Escrow Amount to cover (a) the Quarterly Budgeted Amount for such fiscal quarter and (b) the costs and expenses incurred or reasonably estimated to have been incurred by the Michigan Parties in the prior fiscal …",present,found,shall make such determination in writing as promptly as possible. The Payment Monitor's determination shall be final and binding on the WDBA and the Michigan Parties. Each written determination by a Payment Monitor shall include a form sig… || expenses included in the Supplemental Budget. All Party-Approved Costs and Expenses and all Monitor-Approved Costs and Expenses,True,True
Michigan/Michigan_6,Michigan,Michigan_6,d:\NLP_Project_tasks_6_8_11\OCR_output\Michigan\Michigan_6.txt,by_mutual_agreement,,found,"Declaration of Partnership Whereas, the informed use, management and protection of the water and related land resources ofthe Great Lakes St. Lawrence Basin is essential in maintaining a healthy environment, strong economy and high quality… || strengthening and formalizing this relationship. Therefore, Be It Resolved, that the eight member states ofthe Great Lakes Commission extend,",absent,absent,,True,False
Michigan/Michigan_9,Michigan,Michigan_9,d:\NLP_Project_tasks_6_8_11\OCR_output\Michigan\Michigan_9.txt,automatic,,found,"or on beball of the Contractor, state that all qualified applicants will reccive con - sideration for employment without regard to race, color, religion, sCx or national || have subaitted identical certifications for specific time periods: NOTICE TO PROSPECTIVE SUBCONTRACTOKS OF REQUIREMENT FOR CERTIFICATION OF",present,found,"5 The Board of Members shall formulate procedures for claims and reimbursement under the provisions of this Article. 7.6 Aid by a Member to an area subject to federal jurisdiction shall not be required under this Agreement. Article VIII 8.… || 8.3 On or before the first day of March of each year, the Board of Members shall submit to the Members a full and complete report of its activities for the",True,True
Minnesota/Minesota_4,Minnesota,Minesota_4,d:\NLP_Project_tasks_6_8_11\OCR_output\Minnesota\Minesota_4.txt,by_mutual_agreement,,found,"Declaration of Partnership Whereas, the informed use, management and protection of the water and related land resources ofthe Great Lakes St. Lawrence Basin is essential in maintaining a healthy environment, strong economy and high quality… || strengthening and formalizing this relationship. Therefore, Be It Resolved, that the eight member states ofthe Great Lakes Commission extend,",absent,absent,,True,False
Minnesota/Minesota_6,Minnesota,Minesota_6,d:\NLP_Project_tasks_6_8_11\OCR_output\Minnesota\Minesota_6.txt,automatic,,found,"or on beball of the Contractor, state that all qualified applicants will reccive con - sideration for employment without regard to race, color, religion, sCx or national || have subaitted identical certifications for specific time periods: NOTICE TO PROSPECTIVE SUBCONTRACTOKS OF REQUIREMENT FOR CERTIFICATION OF",present,found,"5 The Board of Members shall formulate procedures for claims and reimbursement under the provisions of this Article. 7.6 Aid by a Member to an area subject to federal jurisdiction shall not be required under this Agreement. Article VIII 8.… || 8.3 On or before the first day of March of each year, the Board of Members shall submit to the Members a full and complete report of its activities for the",True,True
New Hampshire/NewHempshire_3,New Hampshire,NewHempshire_3,d:\NLP_Project_tasks_6_8_11\OCR_output\New Hampshire\NewHempshire_3.txt,automatic,,found,"to officers, and the maintenance of oraeroupe as are granted this article to the Commission. Sectiopects may adopt and wcurphaser || (PAPI state shall be binding unless a majarity of the members from such signatorys state shall have voted in Ravorit bimatenz For the of conductingi its general business, voting shall be by state units. The any two or more member notice to…",present,found,reasonable time to the inspection of such representatives of the respective sig- states be for that matergato orl beforer mther first of December of acerpeare the Commission shall submit to the respective governors of || A the signatory states afulla and complete report of its rernithe fort the; precedingyear. ARTICLE XI The: representatives: from any members state may: appoint and consult with an advisory committee composed of,True,True
New Jersey/NewJersey_9,New Jersey,NewJersey_9,d:\NLP_Project_tasks_6_8_11\OCR_output\New Jersey\NewJersey_9.txt,by_mutual_agreement,,found,"parties' and: wiliterminate on-September 30, 2010: At the termination of this: Agreement the ainterested Parties may, by written agreement, renew this || Agreementof Understending for a specified period of time. : V. Limitations of Agreement : The Goveinors of theStates of Chihuahua and New Mexico acknowledge that this",present,found,"software and electronic-data systems; 4Further improving the capacties of public and private heaith services providers and analytical laboratories staff on both sides of the border || through workshops, professional seminars and training courses, study tours and.statf exchanges: * 5. Further im ung collaboration- and coordination of preventive and",True,True
New York/NewYork_1,New York,NewYork_1,d:\NLP_Project_tasks_6_8_11\OCR_output\New York\NewYork_1.txt,by_mutual_agreement,,found,"NEWYORK NYSERDA STATEOF OPPORTUNITY. Danish Ministry of Climate, Energy and Utilities Extension of Cooperative Agreement Reference is made to that Cooperation Agreement by and between the New York State Energy Research and Development Auth… || a. The Parties may agree to extend the term of this Agreement upon mutual written agreement. b. Either Party may terminate this Agreement at any time, for any reason, upon 30 days'",present,found,"including but not limited to participating in knowledge exchange meetings and industry seminars. 5. Upon request, review and comment on drafts of proposed research proposals, orders, rules, or || The Working Group will be expected to conduct regular meetings (at least twice per year) to discuss key tasks, objectives, and information exchange.",True,True
New York/NewYork_32,New York,NewYork_32,d:\NLP_Project_tasks_6_8_11\OCR_output\New York\NewYork_32.txt,automatic,,found,"to officers, and the maintenance of oraeroupe as are granted this article to the Commission. Sectiopects may adopt and wcurphaser || (PAPI state shall be binding unless a majarity of the members from such signatorys state shall have voted in Ravorit bimatenz For the of conductingi its general business, voting shall be by state units. The any two or more member notice to…",present,found,reasonable time to the inspection of such representatives of the respective sig- states be for that matergato orl beforer mther first of December of acerpeare the Commission shall submit to the respective governors of || A the signatory states afulla and complete report of its rernithe fort the; precedingyear. ARTICLE XI The: representatives: from any members state may: appoint and consult with an advisory committee composed of,True,True
New York/NewYork_4,New York,NewYork_4,d:\NLP_Project_tasks_6_8_11\OCR_output\New York\NewYork_4.txt,by_mutual_agreement,,found,"Declaration of Partnership Whereas, the informed use, management and protection of the water and related land resources ofthe Great Lakes St. Lawrence Basin is essential in maintaining a healthy environment, strong economy and high quality… || strengthening and formalizing this relationship. Therefore, Be It Resolved, that the eight member states ofthe Great Lakes Commission extend,",absent,absent,,True,False
